meeting_id,category,subcategory,meeting_lat,meeting_lng,time_slot,location_type,vibe,expected_cost,max_participants
112,스포츠,러닝,37.61466884819967,127.08863061043401,morning,outdoor,활기찬,8353,11
113,스터디,재테크,37.43629993025362,126.86748065712149,evening,indoor,진지한,2526,6
114,스터디,재테크,37.518906851590245,126.8311356612442,evening,indoor,진지한,2989,5
115,소셜,볼링,37.48736699557348,127.04567348959381,evening,indoor,즐거운,21294,9
116,소셜,볼링,37.40168939382441,126.87452671060741,evening,indoor,활기찬,17548,7
117,소셜,당구,37.413019153573565,126.93939119031826,evening,indoor,활기찬,22479,9
118,스터디,영어회화,37.54859529408017,126.97107671521339,evening,indoor,진지한,7648,4
119,스터디,코딩,37.6208052105096,127.02273776525382,evening,indoor,진지한,7432,4
120,취미활동,베이킹,37.45383357127425,126.81016827407181,afternoon,indoor,여유로운,26750,7
121,소셜,볼링,37.559693079013975,126.83034865648962,evening,indoor,즐거운,22337,8
122,카페,베이커리,37.54083045864621,127.08812916659143,morning,indoor,힐링,13954,5
123,스터디,재테크,37.68982996181945,127.13289517662449,evening,indoor,진지한,2276,5
124,문화예술,전시회,37.66724723945319,126.83778497032043,afternoon,indoor,감성적인,23981,5
125,취미활동,플라워,37.50893977707784,127.13788366683035,evening,indoor,창의적인,23817,4
126,취미활동,쿠킹,37.580757767037575,126.82852919576513,afternoon,indoor,즐거운,19207,7
127,문화예술,공연,37.50024092356285,126.84294444738026,afternoon,indoor,감성적인,5668,5
128,문화예술,공방체험,37.429401624461285,127.08157683296879,afternoon,indoor,창의적인,11199,9
129,맛집,이자카야,37.648018294518884,126.84276794575193,evening,indoor,힐링,32427,4
130,맛집,양식,37.4216815127034,127.07628041579967,afternoon,indoor,힐링,24479,7
131,맛집,한식,37.53176315327956,127.13730481712871,afternoon,indoor,여유로운,22784,4
132,카페,디저트,37.41845172093759,126.82053374852947,afternoon,indoor,힐링,13372,5
133,소셜,보드게임,37.475680726880256,126.86265895134545,evening,indoor,활기찬,14113,9
134,카페,카페투어,37.40426064685123,126.86136703176436,afternoon,indoor,힐링,10685,6
135,취미활동,플라워,37.50668659977727,127.11640162962617,evening,indoor,여유로운,17556,5
136,스포츠,사이클링,37.478877274289644,126.95019944880829,evening,outdoor,활기찬,3431,13
137,카페,카페투어,37.67283823941463,127.00799924961477,afternoon,indoor,여유로운,12278,6
138,스터디,영어회화,37.6321808386471,127.12553165263714,evening,indoor,진지한,3948,5
139,소셜,방탈출,37.65775671161647,126.98701753987751,evening,indoor,즐거운,23551,6
140,카페,카페투어,37.65508021830078,127.08254750874012,afternoon,indoor,힐링,11651,7
141,소셜,당구,37.532646841433845,126.82860120973265,evening,indoor,활기찬,23767,8
142,카페,베이커리,37.49908825264044,127.03814228900413,afternoon,indoor,여유로운,10475,4
143,카페,베이커리,37.608606275219564,126.84228982417245,morning,indoor,여유로운,12861,6
144,스터디,코딩,37.675477450382395,127.04120153617197,evening,indoor,진지한,6424,6
145,스포츠,축구,37.428040381071334,127.003140057255,evening,outdoor,활기찬,4163,8
146,스포츠,요가,37.576950318331924,126.88024654844986,morning,outdoor,활기찬,1618,10
147,맛집,중식,37.670636671473616,127.1669824887564,afternoon,indoor,힐링,21761,4
148,맛집,양식,37.478765069006,126.8157012212284,evening,indoor,여유로운,33615,4
149,문화예술,갤러리,37.57367495977782,126.95707964534357,afternoon,indoor,감성적인,15301,6
150,스터디,코딩,37.44797397350724,126.95925979740916,evening,indoor,진지한,4639,6
151,문화예술,공연,37.57615373844071,126.99059575894152,afternoon,indoor,감성적인,19432,7
152,스포츠,사이클링,37.6459604442581,127.02157669354186,evening,outdoor,에너지 넘치는,2855,8
153,스포츠,축구,37.48243707932654,126.84375997018414,morning,outdoor,활기찬,3190,10
154,맛집,일식,37.670070457229635,127.00919260604233,afternoon,indoor,여유로운,25021,6
155,스포츠,요가,37.551910921295665,127.06875680625456,morning,outdoor,활기찬,5021,6
156,취미활동,베이킹,37.54999317948872,126.8563615774752,evening,indoor,창의적인,27953,5
157,스터디,독서토론,37.54965530712328,126.88603409151403,evening,indoor,진지한,2174,7
158,스포츠,배드민턴,37.63790309228768,126.85305754978158,evening,outdoor,에너지 넘치는,7790,13
159,취미활동,그림,37.689853407450364,127.12841277883858,afternoon,indoor,여유로운,18723,7
160,문화예술,공방체험,37.480484658661844,127.13680968722598,evening,indoor,창의적인,21774,6
161,맛집,일식,37.40550671731374,126.92471105872201,evening,indoor,여유로운,15233,7
162,문화예술,공방체험,37.55530360046929,127.1327296473544,afternoon,indoor,창의적인,11983,9
163,소셜,볼링,37.41081121324976,127.1731116498751,evening,indoor,즐거운,19711,5
164,카페,브런치,37.63054033869924,126.88865892584703,afternoon,indoor,감성적인,12427,4
165,스포츠,러닝,37.57265606508984,127.17010585666279,morning,outdoor,활기찬,9708,14
166,소셜,방탈출,37.5066216220287,127.12819857786315,evening,indoor,활기찬,21413,7
167,소셜,볼링,37.54305133245742,127.12905450862289,evening,indoor,활기찬,12634,6
168,카페,디저트,37.53945494111122,127.01500924008121,morning,indoor,여유로운,14102,7
169,스포츠,요가,37.51783569389861,127.07825630137816,morning,outdoor,활기찬,5423,9
170,스포츠,등산,37.59413337829223,126.81322087795178,morning,outdoor,활기찬,788,9
171,스터디,재테크,37.404488359476886,126.90581851449042,evening,indoor,진지한,4112,5
172,문화예술,전시회,37.68021094719771,126.93097622518162,afternoon,indoor,창의적인,9738,4
173,취미활동,플라워,37.439252708404645,127.0703246542971,evening,indoor,창의적인,30793,5
174,스터디,재테크,37.40472079411206,126.903820899466,evening,indoor,진지한,5291,5
175,카페,베이커리,37.687132128800016,127.07871820558574,afternoon,indoor,여유로운,14603,7
176,맛집,양식,37.59459369771862,127.08862155303738,afternoon,indoor,힐링,26885,6
177,카페,카페투어,37.63749202165492,126.99028163127562,afternoon,indoor,여유로운,17711,7
178,맛집,양식,37.44877012059904,127.19820657943613,afternoon,indoor,힐링,15373,4
179,소셜,보드게임,37.618909888234015,127.12440614997283,evening,indoor,즐거운,21808,9
180,문화예술,공연,37.613073002578176,126.84615994331233,afternoon,indoor,감성적인,21959,6
181,스포츠,축구,37.41303687389035,127.16159200362235,evening,outdoor,활기찬,7359,11
182,스터디,독서토론,37.54499343460919,126.9343881229522,evening,indoor,진지한,1235,4
183,스터디,영어회화,37.556479853897336,127.17331056495163,evening,indoor,진지한,6448,5
184,소셜,보드게임,37.59312455973288,126.93403697370734,evening,indoor,즐거운,23661,6
185,문화예술,공연,37.55505103032035,126.90534544759923,evening,indoor,창의적인,16981,8
186,소셜,보드게임,37.525512411532354,127.11142553901871,evening,indoor,활기찬,18322,4
187,맛집,이자카야,37.465167229745326,127.08565279744086,afternoon,indoor,힐링,21974,6
188,소셜,당구,37.48877790469409,127.08681917548284,evening,indoor,활기찬,24857,6
189,문화예술,공연,37.618881994770604,126.84009654810703,evening,indoor,감성적인,18596,7
190,스포츠,요가,37.62281921883623,126.96572332493366,evening,outdoor,활기찬,4112,14
191,취미활동,쿠킹,37.65348511318178,126.80009634980715,evening,indoor,여유로운,15608,4
192,취미활동,플라워,37.581922933023144,126.98059837564777,evening,indoor,여유로운,17450,4
193,문화예술,갤러리,37.67230458356575,126.92185433291743,afternoon,indoor,감성적인,5409,4
194,스터디,영어회화,37.55957320906439,126.83674013489168,evening,indoor,진지한,3560,6
195,스포츠,러닝,37.632920996606636,126.92453569717176,morning,outdoor,활기찬,9815,7
196,소셜,당구,37.49105303746343,126.84344296093859,evening,indoor,활기찬,19298,8
197,취미활동,그림,37.45967520785458,126.83189542297178,evening,indoor,창의적인,20787,8
198,문화예술,공연,37.67410087923282,126.98811357450529,afternoon,indoor,감성적인,23562,6
199,소셜,방탈출,37.475392306142645,126.8664802147235,evening,indoor,활기찬,14777,5
200,스터디,코딩,37.600071616005266,126.89361127012275,evening,indoor,진지한,4704,4
201,카페,브런치,37.65724557612087,126.80007407811817,afternoon,indoor,여유로운,17155,6
202,맛집,이자카야,37.49111992672656,126.93471704443284,evening,indoor,여유로운,35789,6
203,소셜,보드게임,37.53297603244249,126.87449797531991,evening,indoor,즐거운,15846,9
204,소셜,볼링,37.59027579603546,126.94156226688473,evening,indoor,활기찬,19976,9
205,소셜,보드게임,37.66112013893175,127.02329270011187,evening,indoor,활기찬,17188,9
206,소셜,보드게임,37.575030690413264,127.17914806744787,evening,indoor,즐거운,22281,7
207,스포츠,러닝,37.44422383509019,127.08326796873423,morning,outdoor,활기찬,2502,12
208,소셜,당구,37.49987362886942,126.87046156500114,evening,indoor,활기찬,21267,6
209,소셜,방탈출,37.40963287414461,127.05754717102205,evening,indoor,활기찬,10809,4
210,카페,브런치,37.61871012284885,127.17112402465908,morning,indoor,힐링,15032,6
211,취미활동,플라워,37.472037986135454,126.84032287885563,evening,indoor,여유로운,18540,7
212,소셜,방탈출,37.41028750349316,127.08093537364074,evening,indoor,즐거운,23391,6
213,소셜,방탈출,37.481074662518516,127.00185642237923,evening,indoor,즐거운,23167,8
214,스포츠,축구,37.50343607859636,127.1574594596362,morning,outdoor,에너지 넘치는,5627,13
215,취미활동,그림,37.69796782018417,126.8046288795021,evening,indoor,여유로운,27463,6
216,카페,브런치,37.46964017384005,126.80037721701099,afternoon,indoor,감성적인,19852,7
217,스터디,재테크,37.609863342129664,126.98630807819917,evening,indoor,진지한,4096,7
218,맛집,중식,37.53428716179966,127.11007630771756,evening,indoor,여유로운,22917,4
219,맛집,양식,37.436439431272134,127.0434138573109,afternoon,indoor,여유로운,26319,7
220,취미활동,플라워,37.6256464676773,127.00143075853543,afternoon,indoor,즐거운,33726,8
221,맛집,양식,37.69488347648607,126.90965446687677,evening,indoor,힐링,26053,6
222,소셜,보드게임,37.672647209290645,126.80846894549416,evening,indoor,활기찬,19836,9
223,취미활동,베이킹,37.40507294397691,127.04721747164949,evening,indoor,즐거운,17157,7
224,문화예술,공방체험,37.65410361061673,127.13116482485962,afternoon,indoor,감성적인,16782,4
225,스포츠,러닝,37.48063438944848,127.01289832285671,morning,outdoor,에너지 넘치는,4887,12
226,스포츠,사이클링,37.61090950999224,126.88904145461649,evening,outdoor,활기찬,5119,8
227,맛집,한식,37.538747063121676,127.02242096971199,evening,indoor,여유로운,15606,4
228,취미활동,베이킹,37.451508197938544,126.84101381524505,evening,indoor,즐거운,16884,7
229,카페,브런치,37.47481273639877,127.15626667035677,afternoon,indoor,감성적인,10729,4
230,취미활동,플라워,37.65119904617991,126.80622501850348,afternoon,indoor,즐거운,19015,4
231,소셜,당구,37.43699174159643,126.99457864467642,evening,indoor,즐거운,11788,7
232,취미활동,플라워,37.41955993001184,126.92297301301913,afternoon,indoor,여유로운,33300,8
233,문화예술,전시회,37.58747674093654,127.11192747024926,evening,indoor,창의적인,15385,4
234,문화예술,공방체험,37.54407620032585,126.87097266089984,afternoon,indoor,창의적인,14891,7
235,스터디,재테크,37.468734984173416,126.89271611104662,evening,indoor,진지한,7211,4
236,카페,베이커리,37.64314088512088,127.13122381709316,morning,indoor,힐링,19154,6
237,스포츠,등산,37.52138176488406,126.97819107323333,evening,outdoor,에너지 넘치는,4618,8
238,스포츠,러닝,37.54268618429248,126.96975851709941,morning,outdoor,활기찬,5421,12
239,맛집,일식,37.58799310499353,127.0910373373219,afternoon,indoor,힐링,26762,7
240,스포츠,사이클링,37.59201463907902,126.99791774197675,morning,outdoor,활기찬,8747,14
241,스포츠,요가,37.5891202778108,126.92049029922491,evening,outdoor,에너지 넘치는,8886,10
242,카페,베이커리,37.615230335263476,127.1050613959646,morning,indoor,감성적인,12341,6
243,카페,디저트,37.463539786574465,127.14044433033902,afternoon,indoor,여유로운,19619,7
244,카페,베이커리,37.45015875636418,126.81138295673756,morning,indoor,감성적인,18512,6
245,소셜,방탈출,37.667248026072286,127.19059601361771,evening,indoor,즐거운,19337,8
246,문화예술,전시회,37.611614167894224,126.91663108670397,evening,indoor,감성적인,9765,8
247,스터디,재테크,37.40553692571291,127.01824338577086,evening,indoor,진지한,5654,6
248,맛집,이자카야,37.524720274497014,126.95185234699426,afternoon,indoor,여유로운,29728,6
249,카페,디저트,37.639873593230604,127.03224790419294,morning,indoor,여유로운,13326,4
250,스포츠,배드민턴,37.509487156300466,126.90948396686913,morning,outdoor,에너지 넘치는,3364,8
251,취미활동,그림,37.690095505408415,126.8640296421947,afternoon,indoor,즐거운,34683,5
252,맛집,이자카야,37.475873541666886,126.81619512973131,evening,indoor,힐링,38380,5
253,소셜,당구,37.668356971073294,126.8737060304683,evening,indoor,즐거운,11260,7
254,스터디,코딩,37.55434389263931,127.08538294417362,evening,indoor,진지한,7409,7
255,카페,베이커리,37.54132485521136,126.95918122248054,afternoon,indoor,힐링,18131,6
256,맛집,일식,37.6937785596826,126.83545318989982,afternoon,indoor,힐링,27005,7
257,스포츠,축구,37.58111801526054,127.12016434499748,evening,outdoor,에너지 넘치는,9970,12
258,스포츠,축구,37.6486789673579,126.84359999594518,morning,outdoor,에너지 넘치는,4278,12
259,문화예술,공연,37.60033316793373,126.82373529232255,afternoon,indoor,창의적인,22662,7
260,취미활동,베이킹,37.646272890221184,127.11300480328234,afternoon,indoor,여유로운,20019,6
261,소셜,볼링,37.510395523156035,126.83105275409991,evening,indoor,즐거운,20863,5
262,카페,베이커리,37.40130322033522,127.05812783333505,afternoon,indoor,힐링,12812,4
263,스포츠,요가,37.61278160350095,127.0128444535348,evening,outdoor,에너지 넘치는,2234,6
264,소셜,보드게임,37.56585253879543,126.9012981452161,evening,indoor,활기찬,16337,9
265,맛집,양식,37.472693181916235,126.96562713030713,evening,indoor,여유로운,27283,4
266,맛집,양식,37.57398859416053,126.83560127119307,evening,indoor,여유로운,19160,6
267,스포츠,축구,37.699483228661975,127.11220823034785,morning,outdoor,에너지 넘치는,4024,14
268,취미활동,그림,37.61143875083966,127.1620312511178,evening,indoor,여유로운,33548,9
269,소셜,방탈출,37.55940824950858,126.88050014582046,evening,indoor,활기찬,11603,4
270,문화예술,전시회,37.421704552969246,127.11447306767928,evening,indoor,창의적인,7007,7
271,소셜,방탈출,37.579828517633125,126.82302874612111,evening,indoor,즐거운,23015,4
272,취미활동,베이킹,37.53442254547449,126.93847003092245,evening,indoor,여유로운,31161,8
273,문화예술,갤러리,37.67134217818439,127.00129133815445,afternoon,indoor,창의적인,24950,6
274,취미활동,베이킹,37.553920826859034,127.12560669420797,evening,indoor,여유로운,30771,5
275,취미활동,그림,37.50392985469127,126.80769958553955,evening,indoor,여유로운,17854,8
276,문화예술,공방체험,37.66797084416299,127.15455055384976,afternoon,indoor,감성적인,17928,7
277,문화예술,공연,37.62365092560584,127.00213281333436,evening,indoor,창의적인,15052,4
278,취미활동,플라워,37.58260526618105,126.95976066349645,afternoon,indoor,여유로운,22908,5
279,소셜,당구,37.57717689732158,127.04407143049465,evening,indoor,즐거운,22974,7
280,스터디,영어회화,37.421726693858204,126.91810425203438,evening,indoor,진지한,1548,4
281,맛집,양식,37.42466996645318,126.96730563236103,afternoon,indoor,힐링,19685,5
282,카페,베이커리,37.62372149451236,126.88210866982025,afternoon,indoor,힐링,13461,6
283,카페,디저트,37.4310729698309,127.13509163944906,afternoon,indoor,감성적인,10829,4
284,취미활동,쿠킹,37.69699418449676,127.06398651112076,evening,indoor,즐거운,25014,6
285,문화예술,갤러리,37.64682500442954,127.17242361235488,afternoon,indoor,창의적인,11872,9
286,카페,디저트,37.51827747064873,127.07083278878045,morning,indoor,감성적인,19937,5
287,문화예술,갤러리,37.485218138623914,127.15221933693559,evening,indoor,창의적인,10794,9
288,스터디,독서토론,37.51109605263515,126.80809449305598,evening,indoor,진지한,4191,4
289,스터디,독서토론,37.40614761406339,126.80672291192846,evening,indoor,진지한,4161,6
290,소셜,당구,37.52718685383898,126.94421316714066,evening,indoor,즐거운,10781,9
291,맛집,한식,37.43966345684609,127.08556583363345,afternoon,indoor,힐링,22366,7
292,카페,디저트,37.68756960039311,127.09388320222948,morning,indoor,감성적인,12523,6
293,카페,카페투어,37.4148342310038,127.1395010802261,afternoon,indoor,힐링,18145,4
294,맛집,중식,37.47394337287302,126.80360226570579,evening,indoor,힐링,18443,5
295,카페,디저트,37.552844821353176,127.09886966821585,afternoon,indoor,감성적인,10350,4
296,문화예술,갤러리,37.41977866680725,127.01272940432432,afternoon,indoor,창의적인,20331,8
297,스포츠,사이클링,37.553864780752875,127.08521258255004,evening,outdoor,활기찬,1215,6
298,소셜,보드게임,37.53274739410041,127.05877868333492,evening,indoor,즐거운,14834,4
299,문화예술,공연,37.621938911580834,127.08237464708465,evening,indoor,감성적인,18578,9
300,문화예술,갤러리,37.43796864095203,127.1306567214854,afternoon,indoor,감성적인,13909,6
301,스터디,독서토론,37.40923493067129,127.0993585424839,evening,indoor,진지한,6070,6
302,맛집,양식,37.49071508183373,127.11828267403794,afternoon,indoor,여유로운,15079,5
303,스포츠,요가,37.645855375613024,127.13012062493709,evening,outdoor,에너지 넘치는,1708,14
304,스포츠,축구,37.52284122256663,127.18122910744886,morning,outdoor,활기찬,2965,12
305,소셜,방탈출,37.520569612386794,127.03028772213248,evening,indoor,즐거운,19742,7
306,문화예술,갤러리,37.43144679228223,127.14331653422124,evening,indoor,감성적인,24425,7
307,카페,디저트,37.427303542064756,126.89241445517882,morning,indoor,여유로운,17051,4
308,소셜,볼링,37.51755290387985,126.92401616749257,evening,indoor,활기찬,19450,9
309,카페,브런치,37.45759758506924,126.88995003672228,afternoon,indoor,힐링,14492,7
310,취미활동,플라워,37.43821161081001,127.12948971445479,afternoon,indoor,즐거운,32887,5
311,스포츠,등산,37.55893247457704,126.92869481194332,morning,outdoor,활기찬,8956,12
312,취미활동,베이킹,37.56892828336175,127.03747504773482,evening,indoor,창의적인,24911,8
313,카페,브런치,37.564321972840744,127.04382741355938,afternoon,indoor,힐링,14739,4
314,맛집,중식,37.68465375154012,126.93421637687462,evening,indoor,여유로운,38084,6
