user_id,user_lat,user_lng,interests,time_preference,location_preference,budget_type
24,37.47117472624904,126.93015987926371,"소셜, 맛집, 문화예술",night,indoor,medium
25,37.47956071030452,126.89759585735163,"취미활동, 맛집, 스터디, 카페",afternoon,outdoor,value
26,37.600677217898934,127.14566702602876,"소셜, 문화예술, 스포츠, 취미활동",night,outdoor,value
27,37.48386810253903,127.1533976089065,"카페, 취미활동, 맛집, 스터디",night,indoor,high
28,37.488334667620876,126.95403909144076,"소셜, 맛집",evening,indoor,value
29,37.46267561528461,127.06845740672962,"소셜, 문화예술, 스터디",evening,indoor,medium
30,37.507847345365924,126.9174367377058,"문화예술, 소셜, 카페",evening,indoor,value
31,37.59498917923333,127.08078675090309,"카페, 취미활동",night,indoor,high
32,37.41078268213902,126.98623920725298,"스터디, 스포츠, 카페, 소셜",evening,outdoor,high
33,37.50805719242338,126.85082420506075,"카페, 소셜, 스터디",morning,outdoor,value
34,37.60985366323016,126.85534123696712,"카페, 스포츠",night,outdoor,medium
35,37.475258158204,126.87373346973254,"스터디, 취미활동, 맛집",afternoon,outdoor,medium
36,37.47193620774722,126.83754931603251,"문화예술, 스터디",morning,outdoor,value
37,37.56981116314822,126.863458579057,"스포츠, 맛집",afternoon,indoor,low
38,37.54748476253505,126.98938870831222,"스터디, 카페",morning,indoor,medium
39,37.51238378438794,127.0503439662857,"스포츠, 카페, 소셜",afternoon,indoor,medium
40,37.572642253362766,126.95526797048261,"스터디, 취미활동",night,indoor,high
41,37.671605192586824,126.87831645391572,"소셜, 맛집, 취미활동, 스포츠",morning,indoor,value
42,37.49569268908813,127.13795012438779,"문화예술, 취미활동",afternoon,indoor,value
43,37.663241604058115,127.09402841752156,"소셜, 카페, 스포츠, 취미활동",morning,outdoor,medium
44,37.6329238882226,126.93632141610121,"문화예술, 스터디",afternoon,indoor,value
45,37.56029824205917,126.99862447627324,"소셜, 문화예술, 맛집, 취미활동",morning,indoor,high
46,37.506471557138816,127.18272035405059,"취미활동, 맛집",evening,outdoor,medium
47,37.60175553682311,127.10094981177507,"취미활동, 맛집, 스포츠, 문화예술",evening,outdoor,low
48,37.5637747310495,127.08233259355148,"스터디, 문화예술",evening,indoor,medium
49,37.64655801778711,127.0824968908626,"카페, 스포츠",morning,indoor,value
50,37.69580031914686,127.10135127410358,"맛집, 스터디",afternoon,outdoor,value
51,37.53033555334648,126.90147286954925,"문화예술, 스포츠, 취미활동",afternoon,indoor,low
52,37.688651764542364,126.94994823180949,"문화예술, 맛집",morning,indoor,medium
53,37.496805916483275,126.81736031331927,"소셜, 카페",morning,outdoor,low
54,37.46504273197595,126.91779757873577,"취미활동, 스터디, 소셜, 맛집",morning,outdoor,medium
55,37.432026819780766,126.93426402591878,"소셜, 취미활동, 스터디, 맛집",afternoon,indoor,value
56,37.477984958856275,126.98129633873154,"취미활동, 카페, 스포츠",evening,indoor,value
57,37.68215954814062,126.96665562309539,"소셜, 스포츠",morning,outdoor,value
58,37.51293901006341,127.12422133231273,"문화예술, 소셜, 취미활동",night,outdoor,value
59,37.419053548877,126.81472874705439,"맛집, 문화예술, 취미활동",evening,indoor,low
60,37.673949725677296,127.0340598129302,"소셜, 맛집, 취미활동",morning,outdoor,high
61,37.482419539107774,126.88289105960322,"문화예술, 카페",morning,outdoor,medium
62,37.64941144701875,126.92311089590842,"스포츠, 카페, 문화예술, 스터디",morning,indoor,medium
63,37.526160733599525,127.11386730557773,"맛집, 스터디, 소셜",afternoon,outdoor,value
64,37.56644468256267,126.83640083642052,"스포츠, 카페, 소셜",afternoon,indoor,medium
65,37.63894153270216,126.98373872317846,"스터디, 소셜, 스포츠, 카페",morning,indoor,value
66,37.59002025629502,126.89605824751128,"카페, 문화예술",evening,indoor,value
67,37.66229528145633,127.00609442194569,"맛집, 소셜, 스포츠, 스터디",night,indoor,low
68,37.40954140444555,127.01948612368297,"카페, 스포츠, 취미활동, 문화예술",morning,indoor,value
69,37.42768717586862,126.99245815762252,"스터디, 문화예술, 카페",afternoon,indoor,high
70,37.6244779071151,126.87380840774254,"카페, 소셜, 취미활동, 문화예술",evening,indoor,high
71,37.44432172757187,126.853246771435,"취미활동, 카페, 스터디",evening,outdoor,medium
72,37.51914914975122,126.841947666613,"카페, 스포츠, 소셜, 취미활동",evening,indoor,low
73,37.502878059283475,126.98958797657222,"문화예술, 카페",afternoon,outdoor,value
74,37.43827409083867,126.91351036231949,"소셜, 스터디, 스포츠, 카페",afternoon,outdoor,medium
75,37.43053474178612,126.86114365567373,"맛집, 소셜, 문화예술, 스포츠",evening,indoor,high
76,37.40547274442851,127.07878458494658,"맛집, 스터디, 문화예술",night,indoor,value
77,37.64625844194601,127.08738290833462,"카페, 스터디, 소셜, 맛집",evening,indoor,value
78,37.472722919724525,126.84593472989567,"스터디, 소셜",afternoon,outdoor,low
79,37.51076914445297,126.98170718888764,"맛집, 스포츠, 취미활동",morning,indoor,premium
80,37.62806835796691,127.03825549624314,"소셜, 취미활동",night,outdoor,medium
81,37.67988142012999,127.19637179058296,"소셜, 카페, 맛집, 취미활동",afternoon,indoor,low
82,37.63986113927586,127.13005307067712,"취미활동, 맛집, 소셜",morning,outdoor,medium
83,37.60489461902514,126.98077944051961,"카페, 소셜, 맛집",night,indoor,value
84,37.515167366411966,127.01742114444559,"맛집, 카페, 문화예술",night,indoor,medium
85,37.45001922799801,127.15145164614938,"스포츠, 스터디, 맛집",morning,indoor,high
86,37.6231838877718,126.81341297389432,"맛집, 카페",afternoon,outdoor,value
87,37.53710006578451,127.041583148829,"소셜, 맛집, 문화예술",evening,outdoor,low
88,37.57953281036157,127.0262033389292,"취미활동, 스포츠, 카페, 맛집",afternoon,indoor,value
89,37.67355572265289,126.85564647765722,"스포츠, 문화예술, 카페, 스터디",afternoon,outdoor,low
90,37.40690678143629,127.0605468843953,"카페, 맛집, 스포츠, 스터디",morning,indoor,medium
91,37.43684323455372,126.89436241383802,"문화예술, 취미활동, 소셜",afternoon,outdoor,low
92,37.513791709515665,127.09769986073732,"맛집, 소셜",afternoon,outdoor,low
93,37.503903798309786,126.93878128075849,"스터디, 취미활동",afternoon,outdoor,medium
94,37.44965399522839,126.81355166409864,"소셜, 스터디, 스포츠, 맛집",morning,indoor,medium
95,37.69266239470483,126.98359559520681,"스터디, 카페, 취미활동",night,indoor,low
96,37.46297167792868,127.15922171577628,"문화예술, 취미활동",night,indoor,medium
97,37.535986650424405,127.00975610773104,"소셜, 문화예술",night,indoor,value
98,37.68383463864009,126.9493237265119,"맛집, 카페, 스터디, 취미활동",afternoon,outdoor,medium
99,37.40812879775105,126.88878886477318,"취미활동, 스터디",night,indoor,medium
100,37.47145483431402,126.83977655710373,"문화예술, 맛집, 소셜",night,outdoor,medium
101,37.521917692482056,126.92959602444272,"소셜, 스터디, 맛집",afternoon,indoor,low
102,37.61118384054156,127.16424960141612,"문화예술, 맛집, 스포츠, 취미활동",morning,indoor,value
103,37.6321503569604,126.94510315786638,"소셜, 맛집, 스터디",morning,indoor,high
104,37.541319635808144,126.87284285552863,"취미활동, 소셜, 카페",afternoon,indoor,value
105,37.526511180365986,126.85291048445013,"카페, 소셜, 문화예술",morning,indoor,value
106,37.420152619974715,126.96209923521107,"카페, 문화예술, 스포츠, 소셜",afternoon,outdoor,value
107,37.61965537353772,126.90029226422463,"문화예술, 맛집, 소셜",morning,outdoor,low
108,37.526610817865205,126.9415485506245,"소셜, 카페",afternoon,outdoor,low
109,37.67465410318758,127.08861314444876,"스포츠, 소셜, 문화예술, 카페",night,indoor,value
110,37.409354940518384,126.90490561771993,"카페, 맛집, 스포츠, 문화예술",evening,outdoor,high
111,37.43197947594013,126.83005511269432,"문화예술, 취미활동, 소셜, 스포츠",morning,indoor,medium
112,37.60840894125633,126.90885805489198,"스터디, 문화예술, 소셜",afternoon,indoor,value
113,37.53380173188739,126.87405317153545,"소셜, 문화예술, 맛집, 취미활동",afternoon,outdoor,medium
114,37.47490040265775,126.99576998545726,"취미활동, 카페, 문화예술, 맛집",evening,outdoor,low
115,37.5419630354244,126.92514194260224,"문화예술, 스터디, 취미활동",evening,outdoor,value
116,37.65336481956052,126.9276401892973,"스포츠, 문화예술, 취미활동",afternoon,outdoor,medium
117,37.559079539790474,126.97641286469927,"취미활동, 스포츠, 카페, 맛집",evening,indoor,value
118,37.66579332447086,127.04634527527293,"카페, 소셜",afternoon,indoor,value
119,37.679776972827575,126.82801188229898,"문화예술, 소셜, 맛집",afternoon,indoor,medium
120,37.630482024159356,126.96710671286694,"맛집, 소셜",evening,indoor,medium
121,37.57673256034127,126.91090625827871,"스포츠, 소셜",morning,outdoor,value
122,37.635903504324666,126.8357644009249,"스터디, 소셜",afternoon,outdoor,high
123,37.41949592284487,126.9606320945702,"문화예술, 소셜, 카페, 스포츠",morning,outdoor,medium
124,37.41101958122798,127.18290810519333,"스터디, 문화예술",night,indoor,low
125,37.45216857476584,126.95849680756106,"문화예술, 스터디, 맛집, 카페",afternoon,indoor,premium
126,37.41045954807014,127.15796857649114,"맛집, 소셜, 스포츠, 문화예술",morning,indoor,high
127,37.65565806000411,126.81416894736742,"맛집, 취미활동, 소셜, 스포츠",evening,outdoor,medium
128,37.424313864772294,126.88807328077992,"취미활동, 스터디, 소셜, 스포츠",morning,outdoor,premium
129,37.504342762370655,127.07120646102362,"문화예술, 스포츠, 맛집",evening,outdoor,medium
130,37.6511039985091,127.07898858466771,"맛집, 소셜, 취미활동, 스터디",afternoon,indoor,medium
131,37.66372144406844,126.80205806830189,"문화예술, 취미활동, 스포츠, 맛집",night,indoor,medium
132,37.47760649920937,126.87725314583491,"취미활동, 카페, 스포츠, 스터디",morning,outdoor,premium
133,37.438534615427955,126.91333717930623,"취미활동, 카페",evening,indoor,premium
134,37.45212604259227,127.1083416434164,"취미활동, 카페, 맛집, 스포츠",night,indoor,medium
135,37.41372261014375,127.14861472246095,"스터디, 카페, 문화예술",night,outdoor,value
136,37.406637065458696,126.92944408765982,"맛집, 스포츠, 소셜, 취미활동",evening,outdoor,value
137,37.5354161072989,126.86544952847666,"스터디, 카페, 문화예술, 스포츠",evening,outdoor,value
138,37.66041629675969,127.18529466137606,"스터디, 스포츠, 카페",night,indoor,high
139,37.49358559714854,126.92829709617526,"맛집, 스터디",afternoon,indoor,value
140,37.44777372148378,126.8814804997105,"소셜, 스터디",morning,outdoor,medium
141,37.67625435434471,127.0466601258083,"스터디, 소셜, 취미활동",afternoon,indoor,low
142,37.46766204273312,126.86433018763127,"카페, 맛집, 소셜, 스터디",afternoon,indoor,value
143,37.518663525163994,127.18987994074828,"취미활동, 카페, 문화예술, 맛집",afternoon,indoor,medium
144,37.62474849173039,126.85836882961405,"스터디, 맛집",night,outdoor,low
145,37.402931254225756,126.9305845232976,"스터디, 카페, 맛집",afternoon,indoor,high
146,37.439814726212916,127.02701633930462,"카페, 소셜, 취미활동",afternoon,outdoor,high
147,37.61194271794607,126.81263445793026,"맛집, 스터디, 카페",afternoon,outdoor,medium
148,37.50183505776284,127.1259300454986,"스포츠, 카페",evening,outdoor,medium
149,37.55792079828083,127.09263580870213,"스터디, 스포츠, 문화예술",evening,outdoor,medium
150,37.541054777809,127.09771162623798,"문화예술, 소셜",morning,outdoor,medium
151,37.69890017481703,127.18991726485872,"소셜, 스포츠, 스터디, 카페",evening,indoor,value
152,37.6882341654461,126.96636294645877,"문화예술, 맛집",night,indoor,value
153,37.576417513427025,126.8117577783026,"취미활동, 스터디, 카페",afternoon,indoor,high
154,37.67370900368501,126.88426487560227,"스포츠, 스터디, 소셜",morning,indoor,high
155,37.58976215996789,126.94913945487558,"소셜, 스포츠",afternoon,indoor,high
156,37.554445206178904,126.9436933477599,"스터디, 맛집",afternoon,indoor,medium
157,37.49755701926741,127.10938925027465,"스터디, 취미활동",night,indoor,value
158,37.55593218456681,126.9348012705725,"스포츠, 스터디, 문화예술, 취미활동",afternoon,indoor,value
159,37.513807576976724,127.04221526305795,"스터디, 카페, 맛집, 소셜",evening,outdoor,value
160,37.480924883455096,126.82283474243572,"스터디, 맛집",evening,indoor,low
161,37.430992687137206,127.03386828017703,"맛집, 문화예술",night,indoor,premium
162,37.66037548835601,126.98189594225354,"소셜, 문화예술, 스터디, 스포츠",evening,indoor,value
163,37.61986967550241,126.86495275786493,"스포츠, 카페, 맛집",morning,indoor,medium
164,37.68338426584221,127.07329921131586,"소셜, 문화예술, 카페",afternoon,indoor,high
165,37.67560333909805,127.04024381701849,"스터디, 맛집, 소셜, 취미활동",evening,outdoor,value
166,37.414463611658164,127.19086967368852,"소셜, 카페",morning,outdoor,medium
167,37.629557259366734,127.17026993235228,"소셜, 취미활동",evening,outdoor,medium
168,37.489060782368085,127.05962986351776,"문화예술, 맛집",morning,indoor,value
169,37.578945642495626,127.0182747553982,"맛집, 취미활동, 스포츠, 문화예술",evening,indoor,low
170,37.51393573405377,127.14533345982873,"카페, 스포츠, 문화예술, 스터디",night,outdoor,high
171,37.5740517107682,127.01344101869076,"스터디, 카페",evening,indoor,medium
172,37.45873339570506,126.80302514999126,"소셜, 취미활동, 스포츠",evening,indoor,premium
173,37.430426248534765,126.99434870367453,"소셜, 취미활동, 맛집, 스포츠",night,indoor,medium
174,37.61529073577259,126.95996208272166,"스포츠, 스터디",morning,indoor,low
175,37.61271387851673,126.8427507692379,"스터디, 취미활동, 스포츠, 카페",afternoon,indoor,high
176,37.433691303323364,126.80103360593799,"카페, 맛집, 스터디",afternoon,outdoor,high
177,37.65195839086002,127.1600092493592,"카페, 취미활동",night,indoor,value
178,37.4286605941504,127.04954372987063,"스터디, 스포츠, 맛집",morning,indoor,low
179,37.428714366656045,126.80945543441854,"스터디, 취미활동",evening,indoor,value
180,37.44253231805813,126.90981610160004,"카페, 소셜, 문화예술, 취미활동",evening,outdoor,value
181,37.438518286836235,126.84164385975366,"소셜, 맛집, 문화예술",afternoon,indoor,high
182,37.49701146863465,126.89066256089079,"맛집, 소셜",morning,outdoor,value
183,37.66402372626844,127.06035094761887,"취미활동, 맛집, 스포츠",afternoon,indoor,value
184,37.69864414721128,126.97854094047905,"카페, 스포츠, 스터디",night,indoor,medium
185,37.526806734018855,127.12872257756044,"취미활동, 문화예술",night,indoor,medium
186,37.621154067502175,127.1074399219154,"소셜, 스포츠, 맛집, 카페",morning,outdoor,medium
187,37.61262340932289,126.81446415220991,"문화예술, 카페, 소셜",morning,indoor,value
188,37.491657293197406,126.95879260682972,"취미활동, 소셜",evening,outdoor,high
189,37.65542748732353,126.88340420574293,"스포츠, 문화예술, 맛집",evening,indoor,medium
190,37.442383414782654,126.8847929963609,"스포츠, 소셜",afternoon,indoor,value
191,37.571912428679255,127.1730922961905,"스포츠, 스터디, 문화예술",afternoon,indoor,high
192,37.519598908331695,126.8585495968649,"맛집, 소셜, 카페, 문화예술",morning,indoor,value
193,37.55184255885207,126.97580467545316,"맛집, 카페",night,outdoor,low
194,37.418404888133196,127.11230463442737,"소셜, 스포츠, 스터디, 카페",afternoon,indoor,value
195,37.43641548182673,126.92131005902704,"맛집, 문화예술, 소셜",evening,indoor,medium
196,37.49187608623598,127.04955833451666,"취미활동, 맛집",night,outdoor,medium
197,37.52423892575868,127.13101515822675,"맛집, 스포츠",morning,indoor,premium
198,37.47794396262351,127.10411592924885,"문화예술, 스터디, 소셜, 스포츠",afternoon,indoor,medium
199,37.6404611335649,127.18383065772842,"소셜, 카페",night,indoor,value
200,37.546472341106536,126.86001946587758,"맛집, 스포츠, 카페, 취미활동",night,indoor,medium
201,37.63550496315112,127.1568338755761,"취미활동, 카페, 맛집, 소셜",morning,indoor,medium
202,37.65226147382778,126.81537053958493,"취미활동, 카페",night,outdoor,high
203,37.53518589701893,127.15298377618244,"문화예술, 소셜, 스터디, 취미활동",morning,outdoor,medium
204,37.42137701832958,126.80484339009395,"맛집, 소셜",morning,indoor,value
205,37.598411183321126,126.87407822714698,"맛집, 스포츠, 스터디, 소셜",evening,indoor,medium
206,37.63076694435144,127.0498654275417,"스터디, 소셜, 카페",afternoon,outdoor,low
207,37.543476588372776,127.15832583894876,"카페, 맛집, 소셜",afternoon,outdoor,value
208,37.64353093642704,127.0625914429326,"스포츠, 맛집, 카페",evening,indoor,low
209,37.531821496908336,127.04517583299781,"스터디, 맛집, 카페",afternoon,indoor,high
210,37.495076743203484,127.15170746399913,"소셜, 문화예술, 맛집, 카페",night,outdoor,value
211,37.563508075669084,127.1938678958098,"스포츠, 맛집",afternoon,indoor,medium
212,37.546518239019484,126.86027044308395,"취미활동, 스포츠, 맛집",night,outdoor,medium
213,37.661996874758245,127.0545165415917,"문화예술, 맛집",night,indoor,low
214,37.429753429876165,126.96059772634452,"취미활동, 맛집, 소셜",afternoon,outdoor,value
215,37.63513753534562,127.02169060565281,"스터디, 문화예술",afternoon,outdoor,high
216,37.60351364685654,127.10250586315658,"문화예술, 카페",evening,indoor,high
217,37.465162729307366,126.85512915966369,"스포츠, 카페",afternoon,indoor,medium
218,37.42789719194694,127.03528090677936,"소셜, 카페",night,indoor,medium
219,37.60294038116791,127.1219955998723,"스포츠, 카페",evening,indoor,value
220,37.61230428042228,127.11544598586896,"스포츠, 소셜, 맛집, 문화예술",night,indoor,value
221,37.418762668069206,127.1205467663278,"스터디, 문화예술, 카페",evening,outdoor,high
222,37.60577338131496,127.19645057272852,"맛집, 취미활동",night,indoor,medium
223,37.40785901255962,126.80967670555654,"카페, 소셜",afternoon,indoor,medium
224,37.52889704382168,127.14909210019384,"문화예술, 스포츠, 맛집, 취미활동",morning,indoor,value
225,37.41495260833488,127.16156533210415,"스포츠, 카페",evening,indoor,medium
226,37.67678691742634,126.9888241736788,"맛집, 카페, 소셜",morning,indoor,low
227,37.692450395834335,126.948482837556,"스포츠, 소셜, 맛집",evening,indoor,medium
228,37.568597854240046,126.93836817900068,"스포츠, 소셜",afternoon,indoor,value
229,37.68104673860993,126.8209031517144,"스포츠, 취미활동, 스터디, 문화예술",night,outdoor,medium
230,37.45942928982792,127.02613210182865,"취미활동, 문화예술",evening,indoor,high
231,37.52539698016115,126.83553609803502,"카페, 문화예술",afternoon,indoor,medium
232,37.63750999653601,127.01953546268803,"소셜, 스포츠",afternoon,indoor,value
233,37.464827135955595,126.83902500409572,"스포츠, 카페",night,indoor,medium
234,37.41558697326628,127.11451127975361,"스터디, 스포츠, 맛집",night,indoor,high
235,37.437876134837786,127.0638517465579,"스포츠, 스터디, 카페",night,outdoor,value
236,37.419561377378145,126.98557255072494,"취미활동, 스터디",night,indoor,value
237,37.6326835552776,127.18579066156033,"소셜, 스터디, 맛집, 카페",night,indoor,low
238,37.51879114179874,127.16603602736282,"맛집, 스포츠",night,indoor,value
239,37.48307134621334,127.19340858908609,"취미활동, 소셜, 스터디",morning,indoor,low
240,37.69032676313102,127.14274957443004,"스포츠, 취미활동",morning,outdoor,medium
241,37.49690335951586,127.19883126283267,"카페, 문화예술",afternoon,indoor,low
242,37.66707741590535,126.83176263385721,"소셜, 맛집, 문화예술, 취미활동",morning,outdoor,value
243,37.49430503395512,126.98846715957312,"스포츠, 소셜",evening,outdoor,value
244,37.47330198223594,126.84517728336446,"스포츠, 소셜, 맛집",afternoon,indoor,value
245,37.53065163631945,127.03089989230745,"문화예술, 소셜, 취미활동",morning,outdoor,value
246,37.43190311787673,126.92596783544519,"취미활동, 맛집, 스터디, 문화예술",night,indoor,low
247,37.423123403585436,126.93615203706666,"맛집, 스터디",afternoon,indoor,value
248,37.627774619918256,127.16144313773871,"취미활동, 맛집, 문화예술, 소셜",morning,outdoor,medium
249,37.40005651986697,126.8676324281424,"스터디, 문화예술",afternoon,indoor,value
250,37.54372101893101,126.80720003557808,"스포츠, 문화예술",night,outdoor,high
251,37.626188571079034,127.12196271073658,"문화예술, 소셜, 스터디, 맛집",night,outdoor,medium
252,37.53495266239177,126.88737727315332,"맛집, 스터디",morning,indoor,low
253,37.42227226189652,126.89054059773659,"카페, 스터디, 맛집",afternoon,outdoor,low
254,37.42369074865725,126.89580406796381,"맛집, 취미활동, 카페",morning,indoor,value
255,37.475692174951824,126.88809012055093,"소셜, 문화예술, 스포츠, 카페",night,indoor,low
256,37.68674734511623,126.81005678331091,"취미활동, 스터디",evening,indoor,value
257,37.58212687361563,127.0525230212368,"스터디, 문화예술, 취미활동",night,outdoor,medium
258,37.54630012058638,127.06088970381819,"스포츠, 카페, 맛집, 스터디",afternoon,indoor,value
259,37.541748006501955,126.81825949820094,"문화예술, 카페",night,indoor,value
260,37.53424044239674,126.9897153681725,"문화예술, 취미활동",morning,indoor,low
261,37.53885558650475,126.97541539541497,"스터디, 맛집, 소셜",night,indoor,value
262,37.43415151804298,126.93808925712068,"맛집, 카페, 문화예술",evening,indoor,low
263,37.44956118180136,126.95594894117662,"문화예술, 맛집, 스터디, 스포츠",evening,indoor,high
264,37.61552876894562,127.18161325103402,"맛집, 카페",morning,indoor,medium
265,37.43434629141977,126.95353555321799,"소셜, 문화예술, 맛집, 카페",evening,outdoor,low
266,37.5064313875508,127.17669028464758,"카페, 취미활동, 맛집, 스터디",evening,outdoor,medium
267,37.673986084272876,127.04502938733793,"소셜, 스포츠, 문화예술, 취미활동",night,indoor,medium
268,37.64600378873581,127.07795294947039,"스포츠, 취미활동",night,indoor,value
269,37.46481540950351,126.98664311387888,"카페, 문화예술",night,outdoor,high
270,37.562760310559675,127.14469699796732,"취미활동, 스터디, 스포츠",afternoon,indoor,medium
271,37.429662085292186,127.15586081320703,"맛집, 스터디, 스포츠, 소셜",night,indoor,medium
272,37.4134335351514,127.10476272805296,"스터디, 취미활동",evening,indoor,low
273,37.52288866846857,126.92448699802536,"맛집, 스포츠, 소셜",afternoon,outdoor,medium
274,37.46854602402643,127.19098084719614,"카페, 취미활동, 맛집",evening,outdoor,value
275,37.51863028039787,126.92528250442807,"스포츠, 맛집, 스터디, 문화예술",morning,indoor,value
276,37.66652110169261,127.04117715059178,"문화예술, 카페",night,indoor,low
277,37.50211613127635,127.01656304293904,"카페, 맛집, 스터디, 스포츠",morning,indoor,medium
278,37.490699974805445,126.90373395892684,"맛집, 스포츠",evening,indoor,medium
279,37.50418311170915,127.03218704039747,"스포츠, 맛집, 취미활동, 카페",night,outdoor,low
280,37.66409442864468,127.04936238326378,"맛집, 스터디, 취미활동",morning,outdoor,value
281,37.672082842650454,126.85294895161398,"카페, 맛집, 취미활동, 스포츠",evening,outdoor,medium
282,37.437446244190056,127.11768426501976,"취미활동, 스포츠",night,indoor,low
283,37.49073424348681,126.99656727101143,"스터디, 소셜, 문화예술",evening,indoor,medium
284,37.65967314368737,127.19229573743337,"문화예술, 스터디, 맛집, 취미활동",afternoon,indoor,medium
285,37.417841470660186,126.80126713943228,"맛집, 스포츠, 취미활동, 소셜",morning,outdoor,high
286,37.69145991271718,126.88829819538111,"맛집, 문화예술, 스포츠, 스터디",evening,indoor,value
287,37.589763232989746,127.05778811084842,"스포츠, 스터디",night,outdoor,value
288,37.698394592468006,126.83592486171311,"소셜, 문화예술, 맛집",afternoon,indoor,medium
289,37.597562154701016,127.10644637311823,"카페, 맛집",night,outdoor,low
290,37.49184120226388,127.01965213451086,"소셜, 스터디, 카페, 취미활동",afternoon,outdoor,high
291,37.60452459322705,126.8451726570744,"스포츠, 문화예술, 맛집",afternoon,outdoor,medium
292,37.46971529691682,126.91240179956348,"취미활동, 스포츠, 카페",night,indoor,low
293,37.4678086993448,127.05619041687034,"맛집, 문화예술, 스포츠, 소셜",morning,indoor,value
294,37.53480492261189,127.03434591538141,"스터디, 맛집, 문화예술, 카페",night,indoor,medium
295,37.48699103568308,127.02531557238153,"카페, 스터디, 스포츠",night,indoor,medium
296,37.41629961044687,127.09945809365048,"카페, 스포츠, 소셜",evening,indoor,low
297,37.40114597679757,126.89872954768076,"스터디, 문화예술",morning,indoor,high
298,37.494004375275544,127.11557298871041,"문화예술, 맛집",evening,outdoor,value
299,37.54814421213708,126.95505952218225,"취미활동, 소셜, 맛집",evening,outdoor,medium
300,37.68981425153861,127.10441511610031,"맛집, 문화예술, 스포츠, 카페",morning,outdoor,high
301,37.43144241949927,126.99942831980228,"취미활동, 맛집",evening,indoor,value
302,37.657687005626194,126.87440920000226,"스터디, 소셜, 스포츠, 문화예술",morning,outdoor,high
303,37.638872178668855,127.10160921397136,"스터디, 소셜",morning,indoor,low
304,37.41565958871349,127.07287755225065,"스포츠, 스터디, 취미활동, 소셜",afternoon,indoor,high
305,37.554758570813696,126.90703707069119,"문화예술, 소셜, 맛집, 취미활동",morning,outdoor,value
306,37.40942654645338,127.09448017002431,"스터디, 카페, 소셜",afternoon,indoor,medium
307,37.62869270960658,126.98196755580304,"취미활동, 소셜",night,outdoor,medium
308,37.642146661209466,126.84808289164823,"소셜, 스포츠, 취미활동",afternoon,indoor,value
309,37.400406087714636,126.9199202110261,"스터디, 카페",night,indoor,high
310,37.537398727701074,126.9592021171818,"문화예술, 맛집, 스터디, 취미활동",night,outdoor,medium
311,37.542142948519384,126.82313777977886,"스터디, 취미활동",afternoon,outdoor,value
312,37.458749925240284,126.85632117955707,"취미활동, 맛집, 소셜",afternoon,outdoor,value
313,37.60223908866082,126.90396199169713,"맛집, 스포츠, 소셜, 문화예술",morning,outdoor,value
314,37.44419091328369,126.80313663630876,"스터디, 카페, 소셜",night,indoor,low
315,37.550181071346415,127.07184813309405,"스포츠, 문화예술",morning,outdoor,high
316,37.4131699827929,126.86629991192807,"문화예술, 카페, 스포츠",morning,indoor,high
317,37.47259313909511,127.18425079020528,"문화예술, 소셜",night,outdoor,value
318,37.53109876569969,127.03742437415151,"소셜, 스터디, 카페, 문화예술",evening,indoor,low
319,37.68311047784607,127.18405424176218,"맛집, 취미활동, 스터디",morning,outdoor,premium
